current_share_price,market_capitalization,benchmark_returns,risk_free_rate,net_income,total_revenue,total_shareholders_equity,total_shares_outstanding,earning_per_shares,expected_earnings_growth_rate,previous_period_revenue,previous_period_net_income
255.78,3759435415552,0.1,0.03,,,,14681140000,7.9,0.183,416161000000.0,112010000000.0
