Date,Close,Open,High,Low
2024-01-02,183.73130798339844,185.22577720716953,186.5025222946912,181.99930092657837
2024-01-03,182.3555908203125,182.32590048043423,183.96883642924203,181.5440145919006
2024-01-04,180.03965759277344,180.27718031693732,181.2075179249861,179.0202489631632
2024-01-05,179.317138671875,180.1188231104021,180.8808952614232,178.31752871293088
2024-01-08,183.652099609375,180.21777638123424,183.69169679289456,179.63384629047616
2024-01-09,183.23643493652344,182.0289774717032,183.24632668227045,180.8512103460259
2024-01-10,184.27565002441406,182.45457200324566,184.48348240733844,182.02898528742006
2024-01-11,183.6818084716797,184.6220377994394,185.12680377786887,181.73206228896322
2024-01-12,184.00843811035156,184.14699807850627,184.82001442518902,183.28594792653803
2024-01-16,181.74197387695312,180.28708678689063,182.36548612847807,179.0697224204938
2024-01-17,180.80172729492188,179.40623600410183,181.04915686376333,178.44620806884475
2024-01-18,186.6905517578125,184.17665903424702,187.19530261085842,183.91933773499053
2024-01-19,189.59042358398438,187.3833561379468,189.97641309339812,186.87860527237555
2024-01-22,191.89646911621094,190.32282073770045,193.3216657993532,190.28322355100102
2024-01-23,193.1732177734375,193.01487431695855,193.73736447446063,191.83710707958323
2024-01-24,192.50021362304688,193.41075266703035,194.36088890095834,192.34185506707502
2024-01-25,192.17361450195312,193.21282181305796,194.2520291241628,191.1245154438125
2024-01-26,190.4415740966797,192.27255880614135,192.75751105858055,189.966513589549
2024-01-29,189.7586669921875,190.03578688110838,190.22383575614066,187.6307788947091
2024-01-30,186.1066436767578,188.97683613469175,189.82799457367844,185.54251203451676
2024-01-31,182.50405883789062,185.11691469411622,185.17631048108575,182.45458500160478
2024-02-01,184.93875122070312,182.0982647000541,185.02782223798647,181.93001441121828
2024-02-02,183.9391326904297,178.01071526218476,185.40391139136472,177.4069865588012
2024-02-05,185.7503204345703,186.21548923655902,187.30418539055444,183.9292424150712
2024-02-06,187.35369873046875,184.93878338477884,187.36359047791993,184.8497123520045
2024-02-07,187.4625244140625,188.67987354898102,189.08566162792087,186.67074684834847
2024-02-08,186.3837432861328,187.44273393335544,187.5911856262693,185.42371540021887
2024-02-09,187.14682006835938,186.9486117161699,188.27653811843788,186.30447993507684
