current_share_price,market_capitalization,benchmark_returns,risk_free_rate,net_income,total_revenue,total_shareholders_equity,total_shares_outstanding,earning_per_shares,expected_earnings_growth_rate,previous_period_revenue,previous_period_net_income
401.32,2982761988096,0.1,0.03,,,,7425629076,15.97,0.598,281724000000.0,101832000000.0
