Date,Close,Open,High,Low
2022-01-03,323.8983459472656,324.47890153945974,327.04299008267594,319.0894581959837
2022-01-04,318.344482421875,323.9757928660076,324.333823368685,315.54815346488107
2022-01-05,306.1238708496094,315.29653749062345,315.49975115217205,305.7368436101561
2022-01-06,303.70489501953125,302.99854894295123,308.3686512181517,301.39235794610454
2022-01-07,303.85980224609375,303.96622221255154,306.2400483826627,300.0378372243138
2022-01-10,304.0823059082031,299.45726024091306,304.5177300797264,294.8128735433539
2022-01-11,304.7692565917969,303.22111812680726,306.3463918328574,299.8442634308143
2022-01-12,307.9526062011719,309.3072459156857,312.9259965978094,306.8011801608075
2022-01-13,294.9192810058594,310.08131932128936,310.4780318871743,294.1452264318281
2022-01-14,300.1442565917969,294.38712596538153,300.74415332363384,293.90333446831437
2022-01-18,292.8389587402344,294.21293945049706,299.7571705686531,291.95845475795755
2022-01-19,293.4969177246094,296.36098446324274,303.73396167938847,292.8873652813076
2022-01-20,291.82305908203125,299.050905777843,301.54725709970177,291.37797913887493
2022-01-21,286.4336242675781,292.8777312649759,294.25168273283816,286.02722637262457
2022-01-24,286.76251220703125,282.72770843175715,287.4785140362115,267.1012224531404
2022-01-25,279.13800048828125,282.06977569492784,285.4272897689935,275.92564748178614
2022-01-26,287.0915222167969,298.0058564603818,298.4993332025726,283.5308241295649
2022-01-27,290.1200866699219,292.84867784956623,297.33824766891416,288.27199957427445
2022-01-28,298.26708984375,290.4974009724275,298.47995924549656,284.90477344830566
2022-01-31,300.89898681640625,298.93479441062544,302.25359717758414,296.4384136116129
2022-02-01,298.7509460449219,300.3474521401161,300.56032158802805,295.2386149185201
2022-02-02,303.2985534667969,299.59272363577713,304.90474476135483,298.8670363988058
2022-02-03,291.4844055175781,299.45728072069,301.1408953745366,290.2362150650332
2022-02-04,296.0223083496094,290.478047823017,298.78958120984197,290.24583738111943
2022-02-07,291.194091796875,296.244875824076,297.8607227658091,290.1781120131645
2022-02-08,294.6870422363281,291.48434523681885,295.65462512508105,290.2264992927546
2022-02-09,301.1214904785156,299.8249328306882,301.81815140418445,297.4253459420539
2022-02-10,292.5777282714844,294.18391946316234,299.0992277076315,290.95219605157683
2022-02-11,285.4756774902344,293.3614725070343,294.4258196414898,284.6822523965232
2022-02-14,285.43695068359375,284.24681310649265,287.13990600791016,281.9052790638438
2022-02-15,290.7297058105469,290.2846258362835,291.048995252709,287.3915321828367
2022-02-16,290.3902587890625,289.2946246977342,291.7185834522339,284.74727570714555
2022-02-17,281.88702392578125,287.34575422063546,287.77237333129176,281.1792173127968
2022-02-18,279.1722412109375,284.13650526196955,284.9218657300005,277.60152027487555
2022-02-22,278.96856689453125,276.3312985806441,282.67238298045737,275.84650682874826
2022-02-23,271.74517822265625,281.35375501257334,282.8275409854315,271.5803655847503
2022-02-24,285.6296081542969,264.2212168610139,286.1822778670693,263.2613090468984
2022-02-25,288.2669372558594,286.16295712554097,288.5772111518248,282.7790897770282
2022-02-28,289.7018737792969,285.35812887426613,290.04123393567045,284.087976805865
2022-03-01,285.9786682128906,287.384546549291,290.8459667826752,283.2638166303118
2022-03-02,291.059326171875,286.37622044505133,292.3003920940344,284.7667375809277
2022-03-03,286.9192199707031,293.67721950670733,293.90991012485733,285.1060736064637
