Date,Close,Open,High,Low
2026-01-02,315.1499938964844,316.8999938964844,322.5,310.3299865722656
2026-01-05,316.5400085449219,317.6600036621094,319.0199890136719,314.6300048828125
2026-01-06,314.3399963378906,316.3999938964844,320.94000244140625,311.7799987792969
2026-01-07,321.9800109863281,314.3599853515625,326.1499938964844,314.19000244140625
2026-01-08,325.44000244140625,328.9700012207031,330.32000732421875,321.5
2026-01-09,328.57000732421875,327.0899963378906,330.8299865722656,325.79998779296875
2026-01-12,331.8599853515625,325.79998779296875,334.0400085449219,325.0
2026-01-13,335.9700012207031,334.95001220703125,340.489990234375,333.6199951171875
2026-01-14,335.8399963378906,335.05999755859375,336.5199890136719,330.4800109863281
2026-01-15,332.7799987792969,337.6499938964844,337.69000244140625,330.739990234375
2026-01-16,330.0,334.4100036621094,334.6499938964844,327.70001220703125
2026-01-20,322.0,320.8699951171875,327.7300109863281,320.42999267578125
2026-01-21,328.3800048828125,320.9200134277344,332.4800109863281,319.3500061035156
2026-01-22,330.5400085449219,334.45001220703125,335.1499938964844,328.75
2026-01-23,327.92999267578125,332.489990234375,333.69000244140625,327.45001220703125
2026-01-26,333.260009765625,327.80999755859375,335.8399963378906,327.0
2026-01-27,334.54998779296875,335.3699951171875,337.9100036621094,333.4800109863281
2026-01-28,336.010009765625,336.05999755859375,337.5400085449219,331.94000244140625
2026-01-29,338.25,340.29998779296875,342.2900085449219,326.5400085449219
2026-01-30,338.0,340.0,340.0,332.2900085449219
2026-02-02,343.69000244140625,336.2200012207031,344.8299865722656,335.6300048828125
2026-02-03,339.7099914550781,347.3399963378906,349.0,337.4700012207031
2026-02-04,333.0400085449219,342.9599914550781,343.30999755859375,328.5199890136719
2026-02-05,331.25,312.2200012207031,332.69000244140625,306.4599914550781
2026-02-06,322.8599853515625,327.17999267578125,330.3800048828125,319.9200134277344
2026-02-09,324.32000732421875,320.92999267578125,327.70001220703125,317.260009765625
2026-02-10,318.5799865722656,320.9700012207031,321.6700134277344,314.6099853515625
2026-02-11,310.9599914550781,318.9700012207031,321.05999755859375,309.6600036621094
2026-02-12,309.0,312.0899963378906,316.239990234375,307.20001220703125
2026-02-13,305.7200012207031,307.7300109863281,308.6300048828125,303.7099914550781
