current_share_price,market_capitalization,benchmark_returns,risk_free_rate,net_income,total_revenue,total_shareholders_equity,total_shares_outstanding,earning_per_shares,expected_earnings_growth_rate,previous_period_revenue,previous_period_net_income
305.72,3698295046144,0.1,0.03,,,,5822000000,10.82,0.311,402836000000.0,132170000000.0
